block,layer,position,prompt,rank_intermediate,rank_answer
A,10,12,What is the continent of the rival of the rival of Shipel?,141596,53579
A,10,13,What is the continent of the rival of the rival of Shipel?,85695,65439
A,11,8,What is the continent of the rival of the rival of Shipel?,30787,668
A,11,9,What is the continent of the rival of the rival of Shipel?,29839,47
A,11,10,What is the continent of the rival of the rival of Shipel?,6501,116
A,11,11,What is the continent of the rival of the rival of Shipel?,46868,6925
A,11,12,What is the continent of the rival of the rival of Shipel?,135972,38658
A,11,13,What is the continent of the rival of the rival of Shipel?,118725,71861
A,12,8,What is the continent of the rival of the rival of Shipel?,8437,326
A,12,9,What is the continent of the rival of the rival of Shipel?,14645,27
A,12,10,What is the continent of the rival of the rival of Shipel?,3118,106
A,12,11,What is the continent of the rival of the rival of Shipel?,22184,5917
A,12,12,What is the continent of the rival of the rival of Shipel?,90384,26044
A,12,13,What is the continent of the rival of the rival of Shipel?,120138,57779
A,13,8,What is the continent of the rival of the rival of Shipel?,6568,292
A,13,9,What is the continent of the rival of the rival of Shipel?,7320,16
A,13,10,What is the continent of the rival of the rival of Shipel?,1195,52
A,13,11,What is the continent of the rival of the rival of Shipel?,18115,7433
A,13,12,What is the continent of the rival of the rival of Shipel?,86774,31244
A,13,13,What is the continent of the rival of the rival of Shipel?,135695,117627
A,14,8,What is the continent of the rival of the rival of Shipel?,5380,844
A,14,9,What is the continent of the rival of the rival of Shipel?,10242,17
A,14,10,What is the continent of the rival of the rival of Shipel?,1109,95
A,14,11,What is the continent of the rival of the rival of Shipel?,22172,6378
A,14,12,What is the continent of the rival of the rival of Shipel?,78839,32445
A,14,13,What is the continent of the rival of the rival of Shipel?,141392,139063
A,15,8,What is the continent of the rival of the rival of Shipel?,2809,328
A,15,9,What is the continent of the rival of the rival of Shipel?,5406,60
A,15,10,What is the continent of the rival of the rival of Shipel?,304,179
A,15,11,What is the continent of the rival of the rival of Shipel?,16018,4542
A,15,12,What is the continent of the rival of the rival of Shipel?,61317,39685
A,15,13,What is the continent of the rival of the rival of Shipel?,129622,131544
A,16,8,What is the continent of the rival of the rival of Shipel?,6149,532
A,16,9,What is the continent of the rival of the rival of Shipel?,1739,302
A,16,10,What is the continent of the rival of the rival of Shipel?,155,136
A,16,11,What is the continent of the rival of the rival of Shipel?,10864,18475
A,16,12,What is the continent of the rival of the rival of Shipel?,35091,121493
A,16,13,What is the continent of the rival of the rival of Shipel?,120830,132752
A,17,8,What is the continent of the rival of the rival of Shipel?,2356,695
A,17,9,What is the continent of the rival of the rival of Shipel?,1584,1564
A,17,10,What is the continent of the rival of the rival of Shipel?,9,221
A,17,11,What is the continent of the rival of the rival of Shipel?,13355,15178
A,17,12,What is the continent of the rival of the rival of Shipel?,64669,123313
A,17,13,What is the continent of the rival of the rival of Shipel?,138048,149088
A,18,8,What is the continent of the rival of the rival of Shipel?,4223,251
A,18,9,What is the continent of the rival of the rival of Shipel?,3352,498
A,18,10,What is the continent of the rival of the rival of Shipel?,71,158
A,18,11,What is the continent of the rival of the rival of Shipel?,9971,8362
A,18,12,What is the continent of the rival of the rival of Shipel?,61248,79206
A,18,13,What is the continent of the rival of the rival of Shipel?,137127,146471
A,19,8,What is the continent of the rival of the rival of Shipel?,6367,196
A,19,9,What is the continent of the rival of the rival of Shipel?,16299,1544
A,19,10,What is the continent of the rival of the rival of Shipel?,52,65
A,19,11,What is the continent of the rival of the rival of Shipel?,8813,640
A,19,12,What is the continent of the rival of the rival of Shipel?,58453,24303
A,19,13,What is the continent of the rival of the rival of Shipel?,136631,143686
A,20,8,What is the continent of the rival of the rival of Shipel?,11014,174
A,20,9,What is the continent of the rival of the rival of Shipel?,56726,17278
A,20,10,What is the continent of the rival of the rival of Shipel?,41,215
A,20,11,What is the continent of the rival of the rival of Shipel?,12366,1167
A,20,12,What is the continent of the rival of the rival of Shipel?,31864,37945
A,20,13,What is the continent of the rival of the rival of Shipel?,137925,146559
A,21,8,What is the continent of the rival of the rival of Shipel?,32270,85
A,21,9,What is the continent of the rival of the rival of Shipel?,109851,24169
A,21,10,What is the continent of the rival of the rival of Shipel?,174,332
A,21,11,What is the continent of the rival of the rival of Shipel?,19730,1138
A,21,12,What is the continent of the rival of the rival of Shipel?,59495,11030
A,21,13,What is the continent of the rival of the rival of Shipel?,136399,143521
A,22,8,What is the continent of the rival of the rival of Shipel?,38509,431
A,22,9,What is the continent of the rival of the rival of Shipel?,123105,19003
A,22,10,What is the continent of the rival of the rival of Shipel?,125,328
A,22,11,What is the continent of the rival of the rival of Shipel?,41860,5859
A,22,12,What is the continent of the rival of the rival of Shipel?,25662,16625
A,22,13,What is the continent of the rival of the rival of Shipel?,143277,144116
A,23,8,What is the continent of the rival of the rival of Shipel?,56382,1004
A,23,9,What is the continent of the rival of the rival of Shipel?,127259,26190
A,23,10,What is the continent of the rival of the rival of Shipel?,154,410
A,23,11,What is the continent of the rival of the rival of Shipel?,44021,4472
A,23,12,What is the continent of the rival of the rival of Shipel?,11471,17873
A,23,13,What is the continent of the rival of the rival of Shipel?,145339,140461
A,24,8,What is the continent of the rival of the rival of Shipel?,64748,833
A,24,9,What is the continent of the rival of the rival of Shipel?,123675,16733
A,24,10,What is the continent of the rival of the rival of Shipel?,111,143
A,24,11,What is the continent of the rival of the rival of Shipel?,45329,11522
A,24,12,What is the continent of the rival of the rival of Shipel?,29127,40102
A,24,13,What is the continent of the rival of the rival of Shipel?,145307,125552
A,25,8,What is the continent of the rival of the rival of Shipel?,46592,1012
A,25,9,What is the continent of the rival of the rival of Shipel?,131011,5221
A,25,10,What is the continent of the rival of the rival of Shipel?,33,38
A,25,11,What is the continent of the rival of the rival of Shipel?,35941,6873
A,25,12,What is the continent of the rival of the rival of Shipel?,33084,27250
A,25,13,What is the continent of the rival of the rival of Shipel?,141235,127566
A,26,8,What is the continent of the rival of the rival of Shipel?,47175,691
A,26,9,What is the continent of the rival of the rival of Shipel?,145536,2202
A,26,10,What is the continent of the rival of the rival of Shipel?,38,30
A,26,11,What is the continent of the rival of the rival of Shipel?,31561,1301
A,26,12,What is the continent of the rival of the rival of Shipel?,67642,4454
A,26,13,What is the continent of the rival of the rival of Shipel?,142600,130182
A,0,8,What is the currency of the ally of the rival of Shipel?,4825,37838
A,0,9,What is the currency of the ally of the rival of Shipel?,4804,4280
A,0,10,What is the currency of the ally of the rival of Shipel?,1623,20751
A,0,11,What is the currency of the ally of the rival of Shipel?,11865,142849
A,0,12,What is the currency of the ally of the rival of Shipel?,82709,27633
A,0,13,What is the currency of the ally of the rival of Shipel?,102769,117126
A,1,8,What is the currency of the ally of the rival of Shipel?,3216,18243
A,1,9,What is the currency of the ally of the rival of Shipel?,6782,3153
A,1,10,What is the currency of the ally of the rival of Shipel?,1034,13230
A,1,11,What is the currency of the ally of the rival of Shipel?,10173,126245
A,1,12,What is the currency of the ally of the rival of Shipel?,85268,54090
A,1,13,What is the currency of the ally of the rival of Shipel?,86243,96777
A,2,8,What is the currency of the ally of the rival of Shipel?,4883,34483
A,2,9,What is the currency of the ally of the rival of Shipel?,22628,6608
A,2,10,What is the currency of the ally of the rival of Shipel?,12193,12385
A,2,11,What is the currency of the ally of the rival of Shipel?,25759,136544
A,2,12,What is the currency of the ally of the rival of Shipel?,106872,69865
A,2,13,What is the currency of the ally of the rival of Shipel?,121375,105287
A,3,8,What is the currency of the ally of the rival of Shipel?,6626,26490
A,3,9,What is the currency of the ally of the rival of Shipel?,14272,8833
A,3,10,What is the currency of the ally of the rival of Shipel?,5349,19692
A,3,11,What is the currency of the ally of the rival of Shipel?,25488,128696
A,3,12,What is the currency of the ally of the rival of Shipel?,69565,57458
A,3,13,What is the currency of the ally of the rival of Shipel?,107767,76412
A,4,8,What is the currency of the ally of the rival of Shipel?,1964,25350
A,4,9,What is the currency of the ally of the rival of Shipel?,12310,9178
A,4,10,What is the currency of the ally of the rival of Shipel?,3726,16985
A,4,11,What is the currency of the ally of the rival of Shipel?,27356,119386
A,4,12,What is the currency of the ally of the rival of Shipel?,69691,26269
A,4,13,What is the currency of the ally of the rival of Shipel?,86657,76619
A,5,8,What is the currency of the ally of the rival of Shipel?,6775,28189
A,5,9,What is the currency of the ally of the rival of Shipel?,21370,23981
A,5,10,What is the currency of the ally of the rival of Shipel?,8950,32311
A,5,11,What is the currency of the ally of the rival of Shipel?,67506,140285
A,5,12,What is the currency of the ally of the rival of Shipel?,133524,81099
A,5,13,What is the currency of the ally of the rival of Shipel?,133656,111420
A,6,8,What is the currency of the ally of the rival of Shipel?,8651,28672
A,6,9,What is the currency of the ally of the rival of Shipel?,18478,20317
A,6,10,What is the currency of the ally of the rival of Shipel?,7169,31745
A,6,11,What is the currency of the ally of the rival of Shipel?,44945,129091
A,6,12,What is the currency of the ally of the rival of Shipel?,126826,70528
A,6,13,What is the currency of the ally of the rival of Shipel?,100355,76345
A,7,8,What is the currency of the ally of the rival of Shipel?,11346,34716
A,7,9,What is the currency of the ally of the rival of Shipel?,24752,21609
A,7,10,What is the currency of the ally of the rival of Shipel?,4837,34261
A,7,11,What is the currency of the ally of the rival of Shipel?,41116,135083
A,7,12,What is the currency of the ally of the rival of Shipel?,108707,84617
A,7,13,What is the currency of the ally of the rival of Shipel?,94302,89596
A,8,8,What is the currency of the ally of the rival of Shipel?,14537,39473
A,8,9,What is the currency of the ally of the rival of Shipel?,13504,29543
A,8,10,What is the currency of the ally of the rival of Shipel?,6637,25828
A,8,11,What is the currency of the ally of the rival of Shipel?,35226,130491
A,8,12,What is the currency of the ally of the rival of Shipel?,109143,108862
A,8,13,What is the currency of the ally of the rival of Shipel?,84348,102245
A,9,8,What is the currency of the ally of the rival of Shipel?,10126,32716
A,9,9,What is the currency of the ally of the rival of Shipel?,10483,17801
A,9,10,What is the currency of the ally of the rival of Shipel?,3370,19959
A,9,11,What is the currency of the ally of the rival of Shipel?,40695,128974
A,9,12,What is the currency of the ally of the rival of Shipel?,112930,116235
A,9,13,What is the currency of the ally of the rival of Shipel?,75812,106352
A,10,8,What is the currency of the ally of the rival of Shipel?,19012,40536
A,10,9,What is the currency of the ally of the rival of Shipel?,19802,21593
A,10,10,What is the currency of the ally of the rival of Shipel?,4415,16970
A,10,11,What is the currency of the ally of the rival of Shipel?,56637,144872
A,10,12,What is the currency of the ally of the rival of Shipel?,139695,142435
A,10,13,What is the currency of the ally of the rival of Shipel?,114017,92654
A,11,8,What is the currency of the ally of the rival of Shipel?,24774,26453
A,11,9,What is the currency of the ally of the rival of Shipel?,12797,13844
A,11,10,What is the currency of the ally of the rival of Shipel?,4172,13631
A,11,11,What is the currency of the ally of the rival of Shipel?,47747,143817
A,11,12,What is the currency of the ally of the rival of Shipel?,130714,136180
A,11,13,What is the currency of the ally of the rival of Shipel?,129472,99463
A,12,8,What is the currency of the ally of the rival of Shipel?,6400,19917
A,12,9,What is the currency of the ally of the rival of Shipel?,3805,13487
A,12,10,What is the currency of the ally of the rival of Shipel?,1185,11689
A,12,11,What is the currency of the ally of the rival of Shipel?,20303,139639
A,12,12,What is the currency of the ally of the rival of Shipel?,71976,120603
A,12,13,What is the currency of the ally of the rival of Shipel?,129066,93176
A,13,8,What is the currency of the ally of the rival of Shipel?,6002,18118
A,13,9,What is the currency of the ally of the rival of Shipel?,3093,8966
A,13,10,What is the currency of the ally of the rival of Shipel?,820,10166
A,13,11,What is the currency of the ally of the rival of Shipel?,17847,138509
A,13,12,What is the currency of the ally of the rival of Shipel?,62683,103672
A,13,13,What is the currency of the ally of the rival of Shipel?,141746,105263
A,14,8,What is the currency of the ally of the rival of Shipel?,3973,27759
A,14,9,What is the currency of the ally of the rival of Shipel?,2666,12118
A,14,10,What is the currency of the ally of the rival of Shipel?,224,17933
A,14,11,What is the currency of the ally of the rival of Shipel?,20970,142306
A,14,12,What is the currency of the ally of the rival of Shipel?,59538,103322
A,14,13,What is the currency of the ally of the rival of Shipel?,143226,127508
A,15,8,What is the currency of the ally of the rival of Shipel?,2348,23507
A,15,9,What is the currency of the ally of the rival of Shipel?,3325,21622
A,15,10,What is the currency of the ally of the rival of Shipel?,179,16332
A,15,11,What is the currency of the ally of the rival of Shipel?,14708,139683
A,15,12,What is the currency of the ally of the rival of Shipel?,43477,125738
A,15,13,What is the currency of the ally of the rival of Shipel?,137604,124346
A,16,8,What is the currency of the ally of the rival of Shipel?,5769,18142
A,16,9,What is the currency of the ally of the rival of Shipel?,2751,44681
A,16,10,What is the currency of the ally of the rival of Shipel?,25,33802
A,16,11,What is the currency of the ally of the rival of Shipel?,12067,149517
A,16,12,What is the currency of the ally of the rival of Shipel?,25722,129895
A,16,13,What is the currency of the ally of the rival of Shipel?,130170,132567
A,17,8,What is the currency of the ally of the rival of Shipel?,1581,5404
A,17,9,What is the currency of the ally of the rival of Shipel?,3279,27524
A,17,10,What is the currency of the ally of the rival of Shipel?,0,11792
A,17,11,What is the currency of the ally of the rival of Shipel?,15784,144141
A,17,12,What is the currency of the ally of the rival of Shipel?,46385,129656
A,17,13,What is the currency of the ally of the rival of Shipel?,142970,131056
A,18,8,What is the currency of the ally of the rival of Shipel?,3453,3584
A,18,9,What is the currency of the ally of the rival of Shipel?,11767,9847
A,18,10,What is the currency of the ally of the rival of Shipel?,10,2602
A,18,11,What is the currency of the ally of the rival of Shipel?,12396,137486
A,18,12,What is the currency of the ally of the rival of Shipel?,43211,95017
A,18,13,What is the currency of the ally of the rival of Shipel?,138130,124403
A,19,8,What is the currency of the ally of the rival of Shipel?,6272,3339
A,19,9,What is the currency of the ally of the rival of Shipel?,38284,15920
A,19,10,What is the currency of the ally of the rival of Shipel?,21,1109
A,19,11,What is the currency of the ally of the rival of Shipel?,10661,81013
A,19,12,What is the currency of the ally of the rival of Shipel?,42760,128870
A,19,13,What is the currency of the ally of the rival of Shipel?,135834,114120
A,20,8,What is the currency of the ally of the rival of Shipel?,11124,1566
A,20,9,What is the currency of the ally of the rival of Shipel?,101041,36049
A,20,10,What is the currency of the ally of the rival of Shipel?,17,286
A,20,11,What is the currency of the ally of the rival of Shipel?,13480,67270
A,20,12,What is the currency of the ally of the rival of Shipel?,29991,86445
A,20,13,What is the currency of the ally of the rival of Shipel?,134480,123819
A,21,8,What is the currency of the ally of the rival of Shipel?,21564,2436
A,21,9,What is the currency of the ally of the rival of Shipel?,131001,59131
A,21,10,What is the currency of the ally of the rival of Shipel?,138,196
A,21,11,What is the currency of the ally of the rival of Shipel?,22207,104961
A,21,12,What is the currency of the ally of the rival of Shipel?,57146,95587
A,21,13,What is the currency of the ally of the rival of Shipel?,131629,129001
A,22,8,What is the currency of the ally of the rival of Shipel?,33705,5419
A,22,9,What is the currency of the ally of the rival of Shipel?,134046,57639
A,22,10,What is the currency of the ally of the rival of Shipel?,108,127
A,22,11,What is the currency of the ally of the rival of Shipel?,43871,86214
A,22,12,What is the currency of the ally of the rival of Shipel?,24137,53165
A,22,13,What is the currency of the ally of the rival of Shipel?,141236,130638
A,23,8,What is the currency of the ally of the rival of Shipel?,83371,4592
A,23,9,What is the currency of the ally of the rival of Shipel?,136955,24245
A,23,10,What is the currency of the ally of the rival of Shipel?,165,200
A,23,11,What is the currency of the ally of the rival of Shipel?,48162,28501
A,23,12,What is the currency of the ally of the rival of Shipel?,11228,36914
A,23,13,What is the currency of the ally of the rival of Shipel?,143809,131474
A,24,8,What is the currency of the ally of the rival of Shipel?,92919,8485
A,24,9,What is the currency of the ally of the rival of Shipel?,138969,37282
A,24,10,What is the currency of the ally of the rival of Shipel?,110,163
A,24,11,What is the currency of the ally of the rival of Shipel?,55643,53318
A,24,12,What is the currency of the ally of the rival of Shipel?,30861,109116
A,24,13,What is the currency of the ally of the rival of Shipel?,143553,126979
A,25,8,What is the currency of the ally of the rival of Shipel?,72680,15380
A,25,9,What is the currency of the ally of the rival of Shipel?,142426,24157
A,25,10,What is the currency of the ally of the rival of Shipel?,40,252
A,25,11,What is the currency of the ally of the rival of Shipel?,42249,76485
A,25,12,What is the currency of the ally of the rival of Shipel?,33197,99603
A,25,13,What is the currency of the ally of the rival of Shipel?,137594,134088
A,26,8,What is the currency of the ally of the rival of Shipel?,69406,23361
A,26,9,What is the currency of the ally of the rival of Shipel?,151123,29945
A,26,10,What is the currency of the ally of the rival of Shipel?,42,359
A,26,11,What is the currency of the ally of the rival of Shipel?,38570,62735
A,26,12,What is the currency of the ally of the rival of Shipel?,66084,114204
A,26,13,What is the currency of the ally of the rival of Shipel?,140309,138257
A,0,8,What is the capital of the ally of the rival of Shipel?,4816,19423
A,0,9,What is the capital of the ally of the rival of Shipel?,4742,724
A,0,10,What is the capital of the ally of the rival of Shipel?,1550,182
A,0,11,What is the capital of the ally of the rival of Shipel?,12442,62310
A,0,12,What is the capital of the ally of the rival of Shipel?,83076,19688
A,0,13,What is the capital of the ally of the rival of Shipel?,102346,106449
A,1,8,What is the capital of the ally of the rival of Shipel?,3355,6284
A,1,9,What is the capital of the ally of the rival of Shipel?,6927,323
A,1,10,What is the capital of the ally of the rival of Shipel?,797,129
A,1,11,What is the capital of the ally of the rival of Shipel?,10599,41518
A,1,12,What is the capital of the ally of the rival of Shipel?,84542,69005
A,1,13,What is the capital of the ally of the rival of Shipel?,86252,102265
A,2,8,What is the capital of the ally of the rival of Shipel?,4414,3039
A,2,9,What is the capital of the ally of the rival of Shipel?,22105,1145
A,2,10,What is the capital of the ally of the rival of Shipel?,11255,544
A,2,11,What is the capital of the ally of the rival of Shipel?,24370,53590
A,2,12,What is the capital of the ally of the rival of Shipel?,105177,58024
A,2,13,What is the capital of the ally of the rival of Shipel?,119138,110120
A,3,8,What is the capital of the ally of the rival of Shipel?,7024,1377
A,3,9,What is the capital of the ally of the rival of Shipel?,13649,280
A,3,10,What is the capital of the ally of the rival of Shipel?,5278,356
A,3,11,What is the capital of the ally of the rival of Shipel?,26097,23507
A,3,12,What is the capital of the ally of the rival of Shipel?,67604,22559
A,3,13,What is the capital of the ally of the rival of Shipel?,110377,44984
A,4,8,What is the capital of the ally of the rival of Shipel?,2343,3701
A,4,9,What is the capital of the ally of the rival of Shipel?,12130,434
A,4,10,What is the capital of the ally of the rival of Shipel?,3787,484
A,4,11,What is the capital of the ally of the rival of Shipel?,29053,25461
A,4,12,What is the capital of the ally of the rival of Shipel?,71834,17566
A,4,13,What is the capital of the ally of the rival of Shipel?,88986,82981
A,5,8,What is the capital of the ally of the rival of Shipel?,6792,1628
A,5,9,What is the capital of the ally of the rival of Shipel?,19860,933
A,5,10,What is the capital of the ally of the rival of Shipel?,8781,528
A,5,11,What is the capital of the ally of the rival of Shipel?,67794,46270
A,5,12,What is the capital of the ally of the rival of Shipel?,133707,64371
A,5,13,What is the capital of the ally of the rival of Shipel?,133907,89600
A,6,8,What is the capital of the ally of the rival of Shipel?,9197,1435
A,6,9,What is the capital of the ally of the rival of Shipel?,17186,829
A,6,10,What is the capital of the ally of the rival of Shipel?,7381,567
A,6,11,What is the capital of the ally of the rival of Shipel?,43769,25753
A,6,12,What is the capital of the ally of the rival of Shipel?,127248,31488
A,6,13,What is the capital of the ally of the rival of Shipel?,98282,40350
A,7,8,What is the capital of the ally of the rival of Shipel?,12882,1370
A,7,9,What is the capital of the ally of the rival of Shipel?,20353,459
A,7,10,What is the capital of the ally of the rival of Shipel?,4607,386
A,7,11,What is the capital of the ally of the rival of Shipel?,39737,19392
A,7,12,What is the capital of the ally of the rival of Shipel?,108116,16413
A,7,13,What is the capital of the ally of the rival of Shipel?,87483,33266
A,8,8,What is the capital of the ally of the rival of Shipel?,16327,783
A,8,9,What is the capital of the ally of the rival of Shipel?,11820,433
A,8,10,What is the capital of the ally of the rival of Shipel?,6359,348
A,8,11,What is the capital of the ally of the rival of Shipel?,30210,23207
A,8,12,What is the capital of the ally of the rival of Shipel?,105728,15526
A,8,13,What is the capital of the ally of the rival of Shipel?,72424,36958
A,9,8,What is the capital of the ally of the rival of Shipel?,15672,1124
A,9,9,What is the capital of the ally of the rival of Shipel?,9812,552
A,9,10,What is the capital of the ally of the rival of Shipel?,3474,397
A,9,11,What is the capital of the ally of the rival of Shipel?,44270,22726
A,9,12,What is the capital of the ally of the rival of Shipel?,125165,15676
A,9,13,What is the capital of the ally of the rival of Shipel?,54313,88403
A,10,8,What is the capital of the ally of the rival of Shipel?,29215,1426
A,10,9,What is the capital of the ally of the rival of Shipel?,20832,651
A,10,10,What is the capital of the ally of the rival of Shipel?,5133,402
A,10,11,What is the capital of the ally of the rival of Shipel?,67415,42618
A,10,12,What is the capital of the ally of the rival of Shipel?,144768,33825
A,10,13,What is the capital of the ally of the rival of Shipel?,72957,104549
A,11,8,What is the capital of the ally of the rival of Shipel?,35778,1179
A,11,9,What is the capital of the ally of the rival of Shipel?,13236,592
A,11,10,What is the capital of the ally of the rival of Shipel?,4937,387
A,11,11,What is the capital of the ally of the rival of Shipel?,57473,43026
A,11,12,What is the capital of the ally of the rival of Shipel?,139109,35618
A,11,13,What is the capital of the ally of the rival of Shipel?,106480,116217
A,12,8,What is the capital of the ally of the rival of Shipel?,12830,924
A,12,9,What is the capital of the ally of the rival of Shipel?,4302,317
A,12,10,What is the capital of the ally of the rival of Shipel?,1620,282
A,12,11,What is the capital of the ally of the rival of Shipel?,25111,44843
A,12,12,What is the capital of the ally of the rival of Shipel?,91226,24401
A,12,13,What is the capital of the ally of the rival of Shipel?,117619,107044
A,13,8,What is the capital of the ally of the rival of Shipel?,13102,1029
A,13,9,What is the capital of the ally of the rival of Shipel?,4383,333
A,13,10,What is the capital of the ally of the rival of Shipel?,1141,217
A,13,11,What is the capital of the ally of the rival of Shipel?,21941,51001
A,13,12,What is the capital of the ally of the rival of Shipel?,76254,31039
A,13,13,What is the capital of the ally of the rival of Shipel?,133850,140347
A,14,8,What is the capital of the ally of the rival of Shipel?,8271,1545
A,14,9,What is the capital of the ally of the rival of Shipel?,3206,671
A,14,10,What is the capital of the ally of the rival of Shipel?,339,210
A,14,11,What is the capital of the ally of the rival of Shipel?,27345,39421
A,14,12,What is the capital of the ally of the rival of Shipel?,73940,23001
A,14,13,What is the capital of the ally of the rival of Shipel?,139539,144477
A,15,8,What is the capital of the ally of the rival of Shipel?,4211,2168
A,15,9,What is the capital of the ally of the rival of Shipel?,3354,919
A,15,10,What is the capital of the ally of the rival of Shipel?,246,176
A,15,11,What is the capital of the ally of the rival of Shipel?,19363,37695
A,15,12,What is the capital of the ally of the rival of Shipel?,50001,37864
A,15,13,What is the capital of the ally of the rival of Shipel?,130738,129856
A,16,8,What is the capital of the ally of the rival of Shipel?,7898,811
A,16,9,What is the capital of the ally of the rival of Shipel?,2562,1035
A,16,10,What is the capital of the ally of the rival of Shipel?,59,91
A,16,11,What is the capital of the ally of the rival of Shipel?,14210,53381
A,16,12,What is the capital of the ally of the rival of Shipel?,30862,95137
A,16,13,What is the capital of the ally of the rival of Shipel?,122109,112495
A,17,8,What is the capital of the ally of the rival of Shipel?,2346,2017
A,17,9,What is the capital of the ally of the rival of Shipel?,3613,2585
A,17,10,What is the capital of the ally of the rival of Shipel?,0,106
A,17,11,What is the capital of the ally of the rival of Shipel?,17492,49080
A,17,12,What is the capital of the ally of the rival of Shipel?,55568,121157
A,17,13,What is the capital of the ally of the rival of Shipel?,139768,137458
A,18,8,What is the capital of the ally of the rival of Shipel?,4059,2032
A,18,9,What is the capital of the ally of the rival of Shipel?,13460,2573
A,18,10,What is the capital of the ally of the rival of Shipel?,13,79
A,18,11,What is the capital of the ally of the rival of Shipel?,13232,42495
A,18,12,What is the capital of the ally of the rival of Shipel?,50543,93855
A,18,13,What is the capital of the ally of the rival of Shipel?,137390,133442
A,19,8,What is the capital of the ally of the rival of Shipel?,5952,2028
A,19,9,What is the capital of the ally of the rival of Shipel?,41798,6454
A,19,10,What is the capital of the ally of the rival of Shipel?,22,101
A,19,11,What is the capital of the ally of the rival of Shipel?,10187,8853
A,19,12,What is the capital of the ally of the rival of Shipel?,49938,62247
A,19,13,What is the capital of the ally of the rival of Shipel?,136664,146317
A,20,8,What is the capital of the ally of the rival of Shipel?,12316,2334
A,20,9,What is the capital of the ally of the rival of Shipel?,104299,24011
A,20,10,What is the capital of the ally of the rival of Shipel?,21,70
A,20,11,What is the capital of the ally of the rival of Shipel?,14249,11438
A,20,12,What is the capital of the ally of the rival of Shipel?,34559,65264
A,20,13,What is the capital of the ally of the rival of Shipel?,136515,145604
A,21,8,What is the capital of the ally of the rival of Shipel?,19536,4188
A,21,9,What is the capital of the ally of the rival of Shipel?,133459,34433
A,21,10,What is the capital of the ally of the rival of Shipel?,198,264
A,21,11,What is the capital of the ally of the rival of Shipel?,25069,10211
A,21,12,What is the capital of the ally of the rival of Shipel?,61686,81059
A,21,13,What is the capital of the ally of the rival of Shipel?,131504,147610
A,22,8,What is the capital of the ally of the rival of Shipel?,32205,6517
A,22,9,What is the capital of the ally of the rival of Shipel?,136704,34990
A,22,10,What is the capital of the ally of the rival of Shipel?,142,196
A,22,11,What is the capital of the ally of the rival of Shipel?,45953,46652
A,22,12,What is the capital of the ally of the rival of Shipel?,26994,96961
A,22,13,What is the capital of the ally of the rival of Shipel?,140789,145365
A,23,8,What is the capital of the ally of the rival of Shipel?,72848,16555
A,23,9,What is the capital of the ally of the rival of Shipel?,139387,36642
A,23,10,What is the capital of the ally of the rival of Shipel?,206,303
A,23,11,What is the capital of the ally of the rival of Shipel?,56459,37302
A,23,12,What is the capital of the ally of the rival of Shipel?,13522,65456
A,23,13,What is the capital of the ally of the rival of Shipel?,142520,149316
A,24,8,What is the capital of the ally of the rival of Shipel?,87243,23853
A,24,9,What is the capital of the ally of the rival of Shipel?,141119,74546
A,24,10,What is the capital of the ally of the rival of Shipel?,114,94
A,24,11,What is the capital of the ally of the rival of Shipel?,62962,60118
A,24,12,What is the capital of the ally of the rival of Shipel?,35414,105060
A,24,13,What is the capital of the ally of the rival of Shipel?,141874,148854
A,25,8,What is the capital of the ally of the rival of Shipel?,66240,23504
A,25,9,What is the capital of the ally of the rival of Shipel?,146828,70859
A,25,10,What is the capital of the ally of the rival of Shipel?,40,24
A,25,11,What is the capital of the ally of the rival of Shipel?,55046,42080
A,25,12,What is the capital of the ally of the rival of Shipel?,41177,73175
A,25,13,What is the capital of the ally of the rival of Shipel?,135520,146011
A,26,8,What is the capital of the ally of the rival of Shipel?,61680,9661
A,26,9,What is the capital of the ally of the rival of Shipel?,151279,25539
A,26,10,What is the capital of the ally of the rival of Shipel?,45,15
A,26,11,What is the capital of the ally of the rival of Shipel?,50481,8929
A,26,12,What is the capital of the ally of the rival of Shipel?,77503,18336
A,26,13,What is the capital of the ally of the rival of Shipel?,139185,141080
A,0,8,What is the currency of the rival of the ally of Shipel?,14192,39281
A,0,9,What is the currency of the rival of the ally of Shipel?,40503,57727
A,0,10,What is the currency of the rival of the ally of Shipel?,47359,64749
A,0,11,What is the currency of the rival of the ally of Shipel?,126987,143263
A,0,12,What is the currency of the rival of the ally of Shipel?,70938,27705
A,0,13,What is the currency of the rival of the ally of Shipel?,132166,117083
A,1,8,What is the currency of the rival of the ally of Shipel?,4477,16395
A,1,9,What is the currency of the rival of the ally of Shipel?,14003,37624
A,1,10,What is the currency of the rival of the ally of Shipel?,23304,44998
A,1,11,What is the currency of the rival of the ally of Shipel?,113123,127247
A,1,12,What is the currency of the rival of the ally of Shipel?,99822,54707
A,1,13,What is the currency of the rival of the ally of Shipel?,115774,96605
A,2,8,What is the currency of the rival of the ally of Shipel?,12040,24147
A,2,9,What is the currency of the rival of the ally of Shipel?,34752,63202
A,2,10,What is the currency of the rival of the ally of Shipel?,30412,46840
A,2,11,What is the currency of the rival of the ally of Shipel?,123529,137854
A,2,12,What is the currency of the rival of the ally of Shipel?,96276,69136
A,2,13,What is the currency of the rival of the ally of Shipel?,118320,103747
