block,layer,position,prompt,rank_intermediate,rank_answer
ic,17,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,137752,128267
ic,17,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,122110,132046
ic,17,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,136138,138259
ic,18,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,108947,127031
ic,18,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,105149,87397
ic,18,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,42442,32057
ic,18,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,144830,131872
ic,18,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,145577,143511
ic,18,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,135539,135296
ic,19,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,137334,139407
ic,19,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,126314,117059
ic,19,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,19165,13527
ic,19,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,147688,135290
ic,19,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,142118,136715
ic,19,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,129098,82299
ic,20,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,121306,115549
ic,20,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,148253,149165
ic,20,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,17366,11961
ic,20,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,148733,140210
ic,20,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,144597,138940
ic,20,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,127671,87840
ic,21,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,92437,85303
ic,21,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,137740,129753
ic,21,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,1501,3491
ic,21,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,147195,139521
ic,21,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,142736,132815
ic,21,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,97092,77296
ic,22,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,9938,26020
ic,22,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,91025,88448
ic,22,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,1,765
ic,22,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,141634,129070
ic,22,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,113521,89411
ic,22,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,13031,24893
ic,23,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,12754,21839
ic,23,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,64515,62394
ic,23,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,1,355
ic,23,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,128336,101635
ic,23,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,68945,48044
ic,23,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,17909,22770
ic,24,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,908,9206
ic,24,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,1900,8609
ic,24,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,1,183
ic,24,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,48058,45624
ic,24,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,6642,11473
ic,24,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,2755,2470
ic,25,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,218,4250
ic,25,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,108,1401
ic,25,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,1,41
ic,25,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,11039,12232
ic,25,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,714,2600
ic,25,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,382,668
ic,26,98,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,57,1062
ic,26,99,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,40,352
ic,26,100,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,2,15
ic,26,101,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,2736,3132
ic,26,102,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,257,839
ic,26,103,The currency of Meksu is Kropra. The rival of Meksu is Yelsu,76,137
ic,0,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,57378,93965
ic,0,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,10963,66638
ic,0,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,8422,18794
ic,0,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,94808,113480
ic,0,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,66310,54787
ic,0,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,28941,47139
ic,1,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,48142,98217
ic,1,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,17321,61717
ic,1,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,22410,31907
ic,1,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,82959,124986
ic,1,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,95216,102982
ic,1,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,42548,90983
ic,2,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,80724,123503
ic,2,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,13893,63396
ic,2,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,63531,72276
ic,2,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,128971,138795
ic,2,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,86517,89447
ic,2,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,95072,132215
ic,3,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,13996,28871
ic,3,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,750,10707
ic,3,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,4442,27307
ic,3,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,51639,119971
ic,3,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,11886,50949
ic,3,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,8764,41412
ic,4,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,40379,60016
ic,4,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,3376,15425
ic,4,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,75823,99590
ic,4,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,90859,119490
ic,4,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,47333,60518
ic,4,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,89811,129672
ic,5,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,41425,87659
ic,5,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,2754,14518
ic,5,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,30084,87958
ic,5,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,81477,130812
ic,5,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,18481,62288
ic,5,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,51222,89764
ic,6,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,30144,63971
ic,6,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,4052,10435
ic,6,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,71823,113688
ic,6,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,118700,147868
ic,6,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,53074,96928
ic,6,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,15502,54738
ic,7,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,44587,80433
ic,7,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,7311,20469
ic,7,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,65240,121310
ic,7,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,118486,148639
ic,7,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,48070,100597
ic,7,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,22471,87831
ic,8,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,87012,101418
ic,8,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,43946,53890
ic,8,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,66611,126636
ic,8,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,124864,150476
ic,8,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,47743,114849
ic,8,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,77112,127348
ic,9,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,44016,59942
ic,9,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,43486,33365
ic,9,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,71829,118377
ic,9,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,99583,147951
ic,9,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,41083,78566
ic,9,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,47564,66424
ic,10,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,40009,40594
ic,10,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,22863,11350
ic,10,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,89879,87116
ic,10,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,111710,139266
ic,10,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,42921,36115
ic,10,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,108995,97597
ic,11,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,25271,24207
ic,11,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,15002,14261
ic,11,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,75785,82527
ic,11,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,104496,138123
ic,11,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,47033,35087
ic,11,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,73839,71645
ic,12,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,19595,20571
ic,12,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,9377,8128
ic,12,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,29241,37030
ic,12,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,49475,104913
ic,12,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,14358,16836
ic,12,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,45367,52573
ic,13,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,6291,6866
ic,13,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,3905,4043
ic,13,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,17196,17765
ic,13,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,29161,75018
ic,13,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,7511,6139
ic,13,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,23624,23737
ic,14,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,7092,1721
ic,14,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,5974,2129
ic,14,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,49839,35930
ic,14,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,73483,104057
ic,14,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,28459,10921
ic,14,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,54197,27052
ic,15,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,12568,953
ic,15,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,8162,918
ic,15,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,85548,60854
ic,15,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,110587,87195
ic,15,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,33123,5493
ic,15,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,68025,16661
ic,16,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,54247,2925
ic,16,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,17331,811
ic,16,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,99168,77980
ic,16,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,136645,129635
ic,16,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,59614,20900
ic,16,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,116352,26840
ic,17,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,71821,5650
ic,17,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,33518,1563
ic,17,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,122674,91286
ic,17,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,141512,141064
ic,17,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,137471,92467
ic,17,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,120717,51434
ic,18,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,111562,13648
ic,18,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,35993,847
ic,18,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,129766,67847
ic,18,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,144636,136651
ic,18,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,141411,89374
ic,18,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,129653,38717
ic,19,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,117522,13769
ic,19,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,14740,129
ic,19,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,129163,22857
ic,19,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,151467,143006
ic,19,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,147909,58645
ic,19,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,125182,31654
ic,20,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,144813,42285
ic,20,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,13445,276
ic,20,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,109934,55969
ic,20,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,151098,143417
ic,20,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,142037,72999
ic,20,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,122921,59074
ic,21,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,124047,34653
ic,21,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,1758,537
ic,21,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,89186,52970
ic,21,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,138992,144931
ic,21,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,131571,74829
ic,21,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,99923,90865
ic,22,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,45308,48033
ic,22,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,20,644
ic,22,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,62643,85939
ic,22,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,113119,143265
ic,22,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,75923,52890
ic,22,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,30390,43944
ic,23,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,12821,64045
ic,23,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,6,1536
ic,23,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,44641,99710
ic,23,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,83032,144834
ic,23,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,32385,74737
ic,23,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,18914,38210
ic,24,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,353,21216
ic,24,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,9,1074
ic,24,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,24826,112123
ic,24,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,28690,147228
ic,24,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,1891,33818
ic,24,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,6659,25371
ic,25,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,27,10105
ic,25,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,1,910
ic,25,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,14694,98653
ic,25,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,9049,139043
ic,25,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,306,17313
ic,25,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,508,10327
ic,26,96,The currency of Thakro is Peldun. The ally of Naltoldor is S,17,6900
ic,26,97,The currency of Thakro is Peldun. The ally of Naltoldor is S,3,748
ic,26,98,The currency of Thakro is Peldun. The ally of Naltoldor is S,3849,81058
ic,26,99,The currency of Thakro is Peldun. The ally of Naltoldor is S,1225,133668
ic,26,100,The currency of Thakro is Peldun. The ally of Naltoldor is S,180,18761
ic,26,101,The currency of Thakro is Peldun. The ally of Naltoldor is S,117,2160
ic,0,100,The capital of Yeldun is Loduntha. The language of Ramin is ,56797,112811
ic,0,101,The capital of Yeldun is Loduntha. The language of Ramin is ,12055,39349
ic,0,102,The capital of Yeldun is Loduntha. The language of Ramin is ,8021,45114
ic,0,103,The capital of Yeldun is Loduntha. The language of Ramin is ,94832,121365
ic,0,104,The capital of Yeldun is Loduntha. The language of Ramin is ,66132,67833
ic,0,105,The capital of Yeldun is Loduntha. The language of Ramin is ,29339,36127
ic,1,100,The capital of Yeldun is Loduntha. The language of Ramin is ,42154,112830
ic,1,101,The capital of Yeldun is Loduntha. The language of Ramin is ,17944,49438
ic,1,102,The capital of Yeldun is Loduntha. The language of Ramin is ,19090,51512
ic,1,103,The capital of Yeldun is Loduntha. The language of Ramin is ,80764,133408
ic,1,104,The capital of Yeldun is Loduntha. The language of Ramin is ,96362,90524
ic,1,105,The capital of Yeldun is Loduntha. The language of Ramin is ,39593,62215
ic,2,100,The capital of Yeldun is Loduntha. The language of Ramin is ,71701,133748
ic,2,101,The capital of Yeldun is Loduntha. The language of Ramin is ,13135,45558
ic,2,102,The capital of Yeldun is Loduntha. The language of Ramin is ,42535,86579
ic,2,103,The capital of Yeldun is Loduntha. The language of Ramin is ,123246,143450
ic,2,104,The capital of Yeldun is Loduntha. The language of Ramin is ,79982,110980
ic,2,105,The capital of Yeldun is Loduntha. The language of Ramin is ,98269,105486
ic,3,100,The capital of Yeldun is Loduntha. The language of Ramin is ,12946,69131
ic,3,101,The capital of Yeldun is Loduntha. The language of Ramin is ,725,14027
ic,3,102,The capital of Yeldun is Loduntha. The language of Ramin is ,4462,40238
ic,3,103,The capital of Yeldun is Loduntha. The language of Ramin is ,46458,124766
ic,3,104,The capital of Yeldun is Loduntha. The language of Ramin is ,12459,53190
ic,3,105,The capital of Yeldun is Loduntha. The language of Ramin is ,9875,25579
ic,4,100,The capital of Yeldun is Loduntha. The language of Ramin is ,42233,138492
ic,4,101,The capital of Yeldun is Loduntha. The language of Ramin is ,3055,30043
ic,4,102,The capital of Yeldun is Loduntha. The language of Ramin is ,71139,96556
ic,4,103,The capital of Yeldun is Loduntha. The language of Ramin is ,85183,134114
ic,4,104,The capital of Yeldun is Loduntha. The language of Ramin is ,44910,76307
ic,4,105,The capital of Yeldun is Loduntha. The language of Ramin is ,81221,89976
ic,5,100,The capital of Yeldun is Loduntha. The language of Ramin is ,39603,129492
ic,5,101,The capital of Yeldun is Loduntha. The language of Ramin is ,2671,32624
ic,5,102,The capital of Yeldun is Loduntha. The language of Ramin is ,34653,95787
ic,5,103,The capital of Yeldun is Loduntha. The language of Ramin is ,70302,133270
ic,5,104,The capital of Yeldun is Loduntha. The language of Ramin is ,18834,59549
ic,5,105,The capital of Yeldun is Loduntha. The language of Ramin is ,43477,91431
ic,6,100,The capital of Yeldun is Loduntha. The language of Ramin is ,31562,107319
ic,6,101,The capital of Yeldun is Loduntha. The language of Ramin is ,5283,28493
ic,6,102,The capital of Yeldun is Loduntha. The language of Ramin is ,61520,102254
ic,6,103,The capital of Yeldun is Loduntha. The language of Ramin is ,93453,143938
ic,6,104,The capital of Yeldun is Loduntha. The language of Ramin is ,45685,92874
ic,6,105,The capital of Yeldun is Loduntha. The language of Ramin is ,16397,68665
ic,7,100,The capital of Yeldun is Loduntha. The language of Ramin is ,46706,131311
ic,7,101,The capital of Yeldun is Loduntha. The language of Ramin is ,12292,56651
ic,7,102,The capital of Yeldun is Loduntha. The language of Ramin is ,62755,103228
ic,7,103,The capital of Yeldun is Loduntha. The language of Ramin is ,77149,137903
ic,7,104,The capital of Yeldun is Loduntha. The language of Ramin is ,35614,96909
ic,7,105,The capital of Yeldun is Loduntha. The language of Ramin is ,17718,89377
ic,8,100,The capital of Yeldun is Loduntha. The language of Ramin is ,121741,150833
ic,8,101,The capital of Yeldun is Loduntha. The language of Ramin is ,86941,117142
ic,8,102,The capital of Yeldun is Loduntha. The language of Ramin is ,86126,122923
ic,8,103,The capital of Yeldun is Loduntha. The language of Ramin is ,123454,149084
ic,8,104,The capital of Yeldun is Loduntha. The language of Ramin is ,59367,135721
ic,8,105,The capital of Yeldun is Loduntha. The language of Ramin is ,59044,139050
ic,9,100,The capital of Yeldun is Loduntha. The language of Ramin is ,54698,143858
ic,9,101,The capital of Yeldun is Loduntha. The language of Ramin is ,66004,103241
ic,9,102,The capital of Yeldun is Loduntha. The language of Ramin is ,93073,98010
ic,9,103,The capital of Yeldun is Loduntha. The language of Ramin is ,95694,137662
ic,9,104,The capital of Yeldun is Loduntha. The language of Ramin is ,46780,95785
ic,9,105,The capital of Yeldun is Loduntha. The language of Ramin is ,42282,107335
ic,10,100,The capital of Yeldun is Loduntha. The language of Ramin is ,56416,136466
ic,10,101,The capital of Yeldun is Loduntha. The language of Ramin is ,38903,82100
ic,10,102,The capital of Yeldun is Loduntha. The language of Ramin is ,101986,85843
ic,10,103,The capital of Yeldun is Loduntha. The language of Ramin is ,82740,125412
ic,10,104,The capital of Yeldun is Loduntha. The language of Ramin is ,56681,62538
ic,10,105,The capital of Yeldun is Loduntha. The language of Ramin is ,97958,101744
ic,11,100,The capital of Yeldun is Loduntha. The language of Ramin is ,33563,122249
ic,11,101,The capital of Yeldun is Loduntha. The language of Ramin is ,18851,86524
ic,11,102,The capital of Yeldun is Loduntha. The language of Ramin is ,70456,68776
ic,11,103,The capital of Yeldun is Loduntha. The language of Ramin is ,52669,141217
ic,11,104,The capital of Yeldun is Loduntha. The language of Ramin is ,58801,67094
ic,11,105,The capital of Yeldun is Loduntha. The language of Ramin is ,59589,85167
ic,12,100,The capital of Yeldun is Loduntha. The language of Ramin is ,20702,136709
ic,12,101,The capital of Yeldun is Loduntha. The language of Ramin is ,8420,61918
ic,12,102,The capital of Yeldun is Loduntha. The language of Ramin is ,42705,47492
ic,12,103,The capital of Yeldun is Loduntha. The language of Ramin is ,138012,134645
ic,12,104,The capital of Yeldun is Loduntha. The language of Ramin is ,30767,66539
ic,12,105,The capital of Yeldun is Loduntha. The language of Ramin is ,29960,52956
ic,13,100,The capital of Yeldun is Loduntha. The language of Ramin is ,9079,106658
ic,13,101,The capital of Yeldun is Loduntha. The language of Ramin is ,3953,34089
ic,13,102,The capital of Yeldun is Loduntha. The language of Ramin is ,19137,42299
ic,13,103,The capital of Yeldun is Loduntha. The language of Ramin is ,8503,99735
ic,13,104,The capital of Yeldun is Loduntha. The language of Ramin is ,24219,77329
ic,13,105,The capital of Yeldun is Loduntha. The language of Ramin is ,26717,41383
ic,14,100,The capital of Yeldun is Loduntha. The language of Ramin is ,16297,75968
ic,14,101,The capital of Yeldun is Loduntha. The language of Ramin is ,8212,21764
ic,14,102,The capital of Yeldun is Loduntha. The language of Ramin is ,51756,62395
ic,14,103,The capital of Yeldun is Loduntha. The language of Ramin is ,99948,134500
ic,14,104,The capital of Yeldun is Loduntha. The language of Ramin is ,40954,72404
ic,14,105,The capital of Yeldun is Loduntha. The language of Ramin is ,55081,42194
ic,15,100,The capital of Yeldun is Loduntha. The language of Ramin is ,16473,63907
ic,15,101,The capital of Yeldun is Loduntha. The language of Ramin is ,9047,14417
ic,15,102,The capital of Yeldun is Loduntha. The language of Ramin is ,70025,75039
ic,15,103,The capital of Yeldun is Loduntha. The language of Ramin is ,119655,122912
ic,15,104,The capital of Yeldun is Loduntha. The language of Ramin is ,40725,72228
ic,15,105,The capital of Yeldun is Loduntha. The language of Ramin is ,66245,25405
ic,16,100,The capital of Yeldun is Loduntha. The language of Ramin is ,70545,95721
ic,16,101,The capital of Yeldun is Loduntha. The language of Ramin is ,18649,14904
ic,16,102,The capital of Yeldun is Loduntha. The language of Ramin is ,90439,102232
ic,16,103,The capital of Yeldun is Loduntha. The language of Ramin is ,130034,137635
ic,16,104,The capital of Yeldun is Loduntha. The language of Ramin is ,63722,115059
ic,16,105,The capital of Yeldun is Loduntha. The language of Ramin is ,114712,59279
ic,17,100,The capital of Yeldun is Loduntha. The language of Ramin is ,72364,55171
ic,17,101,The capital of Yeldun is Loduntha. The language of Ramin is ,33559,8650
ic,17,102,The capital of Yeldun is Loduntha. The language of Ramin is ,127380,116877
ic,17,103,The capital of Yeldun is Loduntha. The language of Ramin is ,140912,134761
ic,17,104,The capital of Yeldun is Loduntha. The language of Ramin is ,135788,130482
ic,17,105,The capital of Yeldun is Loduntha. The language of Ramin is ,111570,45734
ic,18,100,The capital of Yeldun is Loduntha. The language of Ramin is ,102830,53264
ic,18,101,The capital of Yeldun is Loduntha. The language of Ramin is ,39156,6444
ic,18,102,The capital of Yeldun is Loduntha. The language of Ramin is ,137641,109176
ic,18,103,The capital of Yeldun is Loduntha. The language of Ramin is ,146391,139537
ic,18,104,The capital of Yeldun is Loduntha. The language of Ramin is ,139464,123553
ic,18,105,The capital of Yeldun is Loduntha. The language of Ramin is ,127530,50530
ic,19,100,The capital of Yeldun is Loduntha. The language of Ramin is ,111941,82917
ic,19,101,The capital of Yeldun is Loduntha. The language of Ramin is ,9696,3155
ic,19,102,The capital of Yeldun is Loduntha. The language of Ramin is ,136073,74648
ic,19,103,The capital of Yeldun is Loduntha. The language of Ramin is ,150949,137440
ic,19,104,The capital of Yeldun is Loduntha. The language of Ramin is ,142873,127815
ic,19,105,The capital of Yeldun is Loduntha. The language of Ramin is ,117931,15264
ic,20,100,The capital of Yeldun is Loduntha. The language of Ramin is ,144380,120644
ic,20,101,The capital of Yeldun is Loduntha. The language of Ramin is ,6285,2974
ic,20,102,The capital of Yeldun is Loduntha. The language of Ramin is ,97472,44195
ic,20,103,The capital of Yeldun is Loduntha. The language of Ramin is ,149397,140233
ic,20,104,The capital of Yeldun is Loduntha. The language of Ramin is ,135030,128078
ic,20,105,The capital of Yeldun is Loduntha. The language of Ramin is ,120859,38531
ic,21,100,The capital of Yeldun is Loduntha. The language of Ramin is ,137151,130050
ic,21,101,The capital of Yeldun is Loduntha. The language of Ramin is ,171,2366
ic,21,102,The capital of Yeldun is Loduntha. The language of Ramin is ,70977,66308
ic,21,103,The capital of Yeldun is Loduntha. The language of Ramin is ,133474,144009
ic,21,104,The capital of Yeldun is Loduntha. The language of Ramin is ,138834,143044
ic,21,105,The capital of Yeldun is Loduntha. The language of Ramin is ,92900,50838
